enrollment_samples,split,distance_metric,policy,threshold_source,target_far,users_count,samples_count,genuine_trials,impostor_trials,genuine_accepts,genuine_rejects,impostor_accepts,impostor_rejects,far,frr,balanced_error,mean_user_far,mean_user_frr,max_user_far,max_user_frr,guarded_users_count,roc_auc,eer,eer_threshold,far_at_eer_threshold,frr_at_eer_threshold,genuine_distance_mean,impostor_distance_mean,separation_margin
30,test,manhattan,per_user,validation,0.01,51,4080,4080,204000,3358,722,1906,202094,0.00934313725490196,0.1769607843137255,0.09315196078431373,0.009343137254901962,0.17696078431372553,0.01575,0.5,0,0.982580452830642,0.06395588235294117,40.62739181518555,0.06394117647058824,0.06397058823529411,26.248517286193138,57.75462009395338,31.50610280776024
30,validation,manhattan,guarded,validation,0.01,51,3264,3264,163200,2523,741,1420,161780,0.008700980392156863,0.2270220588235294,0.11786151960784313,0.008700980392156863,0.2270220588235294,0.03375,0.703125,4,0.9836326341581363,0.06316176470588236,40.46657180786133,0.0632107843137255,0.06311274509803921,26.11326276963832,57.52362183335949,31.41035906372117
30,test,manhattan,guarded,validation,0.01,51,4080,4080,204000,3139,941,1572,202428,0.007705882352941176,0.2306372549019608,0.11917156862745099,0.007705882352941177,0.2306372549019608,0.0275,0.7,4,0.982580452830642,0.06395588235294117,40.62739181518555,0.06394117647058824,0.06397058823529411,26.248517286193138,57.75462009395338,31.50610280776024
50,validation,euclidean,global,validation,0.01,51,3264,3264,163200,2577,687,1632,161568,0.01,0.2104779411764706,0.1102389705882353,0.01,0.2104779411764706,0.045,0.65625,0,0.9794145046000936,0.06929840686274508,9.367730140686035,0.06935661764705882,0.06924019607843135,6.110935929140039,12.98750409167187,6.8765681625318305
50,test,euclidean,global,validation,0.01,51,4080,4080,204000,3181,899,1947,202053,0.009544117647058823,0.22034313725490196,0.11494362745098038,0.009544117647058824,0.22034313725490198,0.05025,0.6625,0,0.9775691152441368,0.07133333333333332,9.41739273071289,0.07134313725490196,0.07132352941176467,6.184785409856076,13.055848751998415,6.871063342142339
50,validation,euclidean,per_user,validation,0.01,51,3264,3264,163200,2759,505,1632,161568,0.01,0.15471813725490197,0.08235906862745099,0.01,0.15471813725490197,0.01,0.515625,0,0.9794145046000936,0.06929840686274508,9.367730140686035,0.06935661764705882,0.06924019607843135,6.110935929140039,12.98750409167187,6.8765681625318305
50,test,euclidean,per_user,validation,0.01,51,4080,4080,204000,3378,702,1918,202082,0.009401960784313726,0.17205882352941176,0.09073039215686274,0.009401960784313724,0.17205882352941176,0.0145,0.525,0,0.9775691152441368,0.07133333333333332,9.41739273071289,0.07134313725490196,0.07132352941176467,6.184785409856076,13.055848751998415,6.871063342142339
50,validation,euclidean,guarded,validation,0.01,51,3264,3264,163200,2575,689,1570,161630,0.009620098039215687,0.2110906862745098,0.11035539215686274,0.009620098039215685,0.2110906862745098,0.045,0.65625,2,0.9794145046000936,0.06929840686274508,9.367730140686035,0.06935661764705882,0.06924019607843135,6.110935929140039,12.98750409167187,6.8765681625318305
50,test,euclidean,guarded,validation,0.01,51,4080,4080,204000,3181,899,1878,202122,0.009205882352941177,0.22034313725490196,0.11477450980392156,0.009205882352941177,0.22034313725490198,0.05025,0.6625,2,0.9775691152441368,0.07133333333333332,9.41739273071289,0.07134313725490196,0.07132352941176467,6.184785409856076,13.055848751998415,6.871063342142339
50,validation,cosine,global,validation,0.01,51,3264,3264,163200,2759,505,1632,161568,0.01,0.15471813725490197,0.08235906862745099,0.01,0.15471813725490197,0.0340625,0.546875,0,0.985876527732723,0.05827205882352942,0.254591166973114,0.058333333333333334,0.058210784313725505,0.10814167261488881,0.4723654100631236,0.3642237374482348
50,test,cosine,global,validation,0.01,51,4080,4080,204000,3437,643,1915,202085,0.009387254901960785,0.15759803921568627,0.08349264705882353,0.009387254901960783,0.1575980392156863,0.03275,0.5625,0,0.9857608834342562,0.05534558823529413,0.2514597773551941,0.055299019607843135,0.05539215686274512,0.10908900823663263,0.47331811159323245,0.3642291033565998
50,validation,cosine,per_user,validation,0.01,51,3264,3264,163200,2824,440,1632,161568,0.01,0.13480392156862744,0.07240196078431373,0.01,0.13480392156862744,0.01,0.5,0,0.985876527732723,0.05827205882352942,0.254591166973114,0.058333333333333334,0.058210784313725505,0.10814167261488881,0.4723654100631236,0.3642237374482348
50,test,cosine,per_user,validation,0.01,51,4080,4080,204000,3515,565,1984,202016,0.009725490196078431,0.13848039215686275,0.0741029411764706,0.009725490196078431,0.13848039215686278,0.0155,0.525,0,0.9857608834342562,0.05534558823529413,0.2514597773551941,0.055299019607843135,0.05539215686274512,0.10908900823663263,0.47331811159323245,0.3642291033565998
50,validation,cosine,guarded,validation,0.01,51,3264,3264,163200,2757,507,1500,161700,0.009191176470588236,0.15533088235294118,0.0822610294117647,0.009191176470588236,0.15533088235294118,0.0340625,0.546875,4,0.985876527732723,0.05827205882352942,0.254591166973114,0.058333333333333334,0.058210784313725505,0.10814167261488881,0.4723654100631236,0.3642237374482348
50,test,cosine,guarded,validation,0.01,51,4080,4080,204000,3427,653,1772,202228,0.008686274509803922,0.16004901960784312,0.08436764705882352,0.00868627450980392,0.16004901960784315,0.03275,0.5625,4,0.9857608834342562,0.05534558823529413,0.2514597773551941,0.055299019607843135,0.05539215686274512,0.10908900823663263,0.47331811159323245,0.3642291033565998
50,validation,manhattan,global,validation,0.01,51,3264,3264,163200,2563,701,1632,161568,0.01,0.21476715686274508,0.11238357843137255,0.010000000000000002,0.21476715686274508,0.0375,0.640625,0,0.9840957035004565,0.06242647058823529,40.4916877746582,0.06235294117647059,0.0625,25.92107293623335,57.650826580395886,31.729753644162535
50,test,manhattan,global,validation,0.01,51,4080,4080,204000,3156,924,1851,202149,0.009073529411764706,0.22647058823529412,0.11777205882352941,0.009073529411764706,0.2264705882352941,0.03575,0.7,0,0.9822292351499423,0.06338725490196079,40.62575912475586,0.06329411764705882,0.06348039215686274,26.154919830023072,57.877546810252994,31.722626980229922
50,validation,manhattan,per_user,validation,0.01,51,3264,3264,163200,2754,510,1632,161568,0.01,0.15625,0.083125,0.01,0.15625,0.01,0.484375,0,0.9840957035004565,0.06242647058823529,40.4916877746582,0.06235294117647059,0.0625,25.92107293623335,57.650826580395886,31.729753644162535
50,test,manhattan,per_user,validation,0.01,51,4080,4080,204000,3376,704,1914,202086,0.00938235294117647,0.17254901960784313,0.09096568627450981,0.009382352941176472,0.17254901960784316,0.01525,0.5125,0,0.9822292351499423,0.06338725490196079,40.62575912475586,0.06329411764705882,0.06348039215686274,26.154919830023072,57.877546810252994,31.722626980229922
50,validation,manhattan,guarded,validation,0.01,51,3264,3264,163200,2560,704,1542,161658,0.009448529411764706,0.21568627450980393,0.11256740196078432,0.009448529411764705,0.21568627450980393,0.0375,0.640625,4,0.9840957035004565,0.06242647058823529,40.4916877746582,0.06235294117647059,0.0625,25.92107293623335,57.650826580395886,31.729753644162535
50,test,manhattan,guarded,validation,0.01,51,4080,4080,204000,3150,930,1746,202254,0.008558823529411765,0.22794117647058823,0.11825,0.008558823529411765,0.2279411764705882,0.03575,0.7,4,0.9822292351499423,0.06338725490196079,40.62575912475586,0.06329411764705882,0.06348039215686274,26.154919830023072,57.877546810252994,31.722626980229922
