epoch,contrastive_accuracy,loss,val_contrastive_accuracy,val_loss
1,0.5003823637962341,0.22601859271526337,0.6133333444595337,0.04875731095671654
2,0.5495490431785583,0.04994918406009674,0.7451372742652893,0.011110775172710419
3,0.6868333220481873,0.01553281582891941,0.7912156581878662,0.0072076935321092606
4,0.7509803771972656,0.010418648831546307,0.8207451105117798,0.005783064756542444
5,0.7773921489715576,0.008820013143122196,0.83168625831604,0.005365803372114897
6,0.7935588359832764,0.007857468910515308,0.833450973033905,0.00569642661139369
7,0.8090588450431824,0.0075259399600327015,0.8437255024909973,0.004968913272023201
8,0.8204607963562012,0.0068716974928975105,0.8445490002632141,0.0047744810581207275
9,0.8228039145469666,0.006862140726298094,0.8496862649917603,0.0047040353529155254
10,0.8270588517189026,0.007595343515276909,0.8545098304748535,0.0050536650232970715
11,0.8333823680877686,0.007041280157864094,0.8603529334068298,0.004565604031085968
12,0.8402941226959229,0.006150313653051853,0.865490198135376,0.0044182525016367435
13,0.8417941331863403,0.005926018580794334,0.8691372275352478,0.004316126462072134
14,0.8439117670059204,0.006269434466958046,0.8673725724220276,0.004430414643138647
15,0.8448039293289185,0.006522970739752054,0.8663136959075928,0.004799953196197748
16,0.844196081161499,0.006240346468985081,0.8669019341468811,0.004363031592220068
17,0.8477941155433655,0.005824836436659098,0.8740392327308655,0.0042026895098388195
18,0.8518921732902527,0.005740437190979719,0.8753725290298462,0.004517258610576391
19,0.855107843875885,0.005150367971509695,0.8763921856880188,0.004789312835782766
20,0.8572745323181152,0.005538311321288347,0.8759215474128723,0.005019263364374638
21,0.854049026966095,0.005836200900375843,0.8767451047897339,0.004262665752321482
22,0.8544019460678101,0.005842606537044048,0.8750196099281311,0.005682017654180527
23,0.8573137521743774,0.005067141260951757,0.8740392327308655,0.00421416200697422
24,0.8559314012527466,0.005345136392861605,0.8743137121200562,0.004319559317082167
25,0.8538627624511719,0.005949598271399736,0.8756862878799438,0.00416928343474865
26,0.8537352681159973,0.005509371869266033,0.8790980577468872,0.004083970095962286
27,0.856147050857544,0.005197897087782621,0.8811372518539429,0.0040748524479568005
28,0.8607156872749329,0.004928661044687033,0.8815686106681824,0.004364155698567629
29,0.857205867767334,0.005512353498488665,0.8728627562522888,0.00829215720295906
30,0.8597058653831482,0.005183928180485964,0.8804313540458679,0.004095941781997681
31,0.8588823676109314,0.0052233170717954636,0.8785490393638611,0.005342074669897556
32,0.8581666946411133,0.005353953223675489,0.8825882077217102,0.004489140119403601
33,0.8612744808197021,0.005050876177847385,0.8823137283325195,0.004058763850480318
34,0.8614117503166199,0.005082909017801285,0.8819215893745422,0.004032372962683439
35,0.861431360244751,0.004839267581701279,0.8823529481887817,0.003991437144577503
36,0.8622254729270935,0.005045546218752861,0.8859999775886536,0.004062157589942217
37,0.8628823757171631,0.005136876832693815,0.8878039121627808,0.003977671265602112
38,0.8654999732971191,0.004724431317299604,0.8868235349655151,0.003910744562745094
39,0.8610392212867737,0.0054678600281476974,0.8850980401039124,0.0044653452932834625
40,0.8647450804710388,0.005029427353292704,0.8861176371574402,0.003989259712398052
41,0.8636372685432434,0.0052748555317521095,0.8840392231941223,0.004023004323244095
42,0.8651666641235352,0.0048766364343464375,0.8868627548217773,0.003946210257709026
43,0.8673039078712463,0.004729308187961578,0.8875294327735901,0.003922466188669205
44,0.8708627223968506,0.004524948541074991,0.8915294408798218,0.003847726620733738
45,0.8684607744216919,0.004859944339841604,0.8881568908691406,0.0046590231359004974
46,0.8648921847343445,0.005096191540360451,0.8856862783432007,0.003952669911086559
47,0.8671568632125854,0.0046694837510585785,0.8887059092521667,0.005730315577238798
48,0.8684411644935608,0.004912966396659613,0.8875294327735901,0.003965516109019518
49,0.8679412007331848,0.00482715480029583,0.8880000114440918,0.004232846200466156
50,0.87164705991745,0.004500523209571838,0.8897647261619568,0.003883627476170659
