epoch,loss,triplet_margin_accuracy,val_loss,val_triplet_margin_accuracy
1,0.029245855286717415,0.824647068977356,0.013139531016349792,0.920941174030304
2,0.01838522031903267,0.88188236951828,0.010654912330210209,0.9345882534980774
3,0.015015059150755405,0.8975294232368469,0.009617337957024574,0.939764678478241
4,0.013107659295201302,0.9077255129814148,0.008638340048491955,0.944549024105072
5,0.01161419041454792,0.9148431420326233,0.008207809180021286,0.9463529586791992
6,0.010407594032585621,0.9203725457191467,0.007596397772431374,0.9491764903068542
7,0.00985970813781023,0.9258038997650146,0.007258518133312464,0.9512941241264343
8,0.00915597379207611,0.9279999732971191,0.006756974849849939,0.9540392160415649
9,0.008657463826239109,0.9319999814033508,0.006496376823633909,0.9541176557540894
10,0.008045624941587448,0.934509813785553,0.0061727422289550304,0.9557647109031677
11,0.00751024903729558,0.9351568818092346,0.006145920138806105,0.9563921689987183
12,0.007054932415485382,0.9387058615684509,0.005932522006332874,0.958117663860321
13,0.006925635971128941,0.9406862854957581,0.005701872985810041,0.9583529233932495
14,0.006459634751081467,0.9430784583091736,0.005574723239988089,0.957725465297699
15,0.006546179298311472,0.9418431520462036,0.005749678239226341,0.9567058682441711
16,0.006398463621735573,0.9436666369438171,0.005530010908842087,0.9582744836807251
17,0.005901928059756756,0.9452941417694092,0.005512157455086708,0.9588235020637512
18,0.005880376324057579,0.945784330368042,0.00540158012881875,0.9594509601593018
19,0.005730305332690477,0.9464313983917236,0.0051664263010025024,0.9592941403388977
20,0.005630163941532373,0.9477254748344421,0.005397575907409191,0.9582744836807251
21,0.00534822465851903,0.9490588307380676,0.005192880053073168,0.9599999785423279
22,0.00542790861800313,0.9476470351219177,0.005152111407369375,0.96039217710495
23,0.005449510645121336,0.9478235244750977,0.005186841357499361,0.9599999785423279
24,0.00511725852265954,0.9495686292648315,0.005073650740087032,0.9589803814888
25,0.00484579848125577,0.9515882134437561,0.005043992772698402,0.9610980153083801
26,0.004884854890406132,0.9518235325813293,0.0049238745123147964,0.9603137373924255
27,0.0048546213656663895,0.9518431425094604,0.004994012415409088,0.9600784182548523
28,0.004767910111695528,0.9510588049888611,0.004829625133424997,0.9618039131164551
29,0.004648798145353794,0.9528627395629883,0.004959220997989178,0.9602352976799011
30,0.0047456370666623116,0.9515489935874939,0.004905885085463524,0.9599999785423279
31,0.004619204439222813,0.9529803991317749,0.005104104522615671,0.9607843160629272
32,0.004526847507804632,0.9544901847839355,0.004688729532063007,0.9624313712120056
33,0.004430841654539108,0.9553137421607971,0.004856699611991644,0.9610196352005005
34,0.004291253164410591,0.9556862711906433,0.004767495207488537,0.9618823528289795
35,0.00424925098195672,0.9552156925201416,0.004901988431811333,0.9613333344459534
36,0.004189454950392246,0.9558431506156921,0.004836506675928831,0.9601568579673767
37,0.0042736423201859,0.9547451138496399,0.004856420215219259,0.9604706168174744
38,0.004120107274502516,0.9566470384597778,0.004793672356754541,0.96039217710495
39,0.0042730229906737804,0.9555490016937256,0.004954347386956215,0.9606274366378784
40,0.003956035245209932,0.9566666483879089,0.004664106760174036,0.961254894733429
41,0.0040303547866642475,0.9576274752616882,0.004743935540318489,0.9601568579673767
42,0.003993738908320665,0.956156849861145,0.00469947187229991,0.9609411954879761
43,0.003992526326328516,0.9567058682441711,0.0047052702866494656,0.960548996925354
44,0.003971843048930168,0.9567058682441711,0.004687846638262272,0.961254894733429
45,0.0037998489569872618,0.9569804072380066,0.004671154078096151,0.9615686535835266
46,0.0038101687096059322,0.9580196142196655,0.004647803958505392,0.9610980153083801
47,0.0037370396312326193,0.9583333134651184,0.004587279632687569,0.9618823528289795
48,0.003845168510451913,0.9580784440040588,0.004650460090488195,0.9624313712120056
49,0.003851646790280938,0.9577058553695679,0.004733768757432699,0.9608627557754517
50,0.003618329530581832,0.9601764678955078,0.0047969757579267025,0.959686279296875
