encoder,split,distance,policy,target_far,far,frr,balanced_error,false_accepts,false_rejects,genuine_trials,impostor_trials,max_user_far,max_user_frr,mean_user_far,mean_user_frr,selected_users_count,selected_users
triplet_hard_m0p2_top32_cosine_l2,validation,cosine,global,0.01,0.01,0.47120098039215685,0.24060049019607843,1632,1538,3264,163200,0.0440625,1.0,0.01,0.47120098039215685,0,
triplet_hard_m0p2_top32_cosine_l2,test,cosine,global,0.01,0.010916666666666667,0.5762254901960784,0.29357107843137253,2227,2351,4080,204000,0.0535,0.9875,0.010916666666666667,0.5762254901960784,0,
triplet_hard_m0p2_top32_cosine_l2,validation,cosine,per_user,0.01,0.01,0.4341299019607843,0.22206495098039217,1632,1417,3264,163200,0.01,0.984375,0.01,0.4341299019607843,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_hard_m0p2_top32_cosine_l2,test,cosine,per_user,0.01,0.011078431372549019,0.5284313725490196,0.26975490196078433,2260,2156,4080,204000,0.02025,0.9875,0.011078431372549016,0.5284313725490196,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_hard_m0p2_top32_cosine_l2,validation,cosine,guarded,0.01,0.009852941176470589,0.47181372549019607,0.24083333333333332,1608,1540,3264,163200,0.0440625,1.0,0.009852941176470589,0.47181372549019607,4,"s002,s005,s010,s040"
triplet_hard_m0p2_top32_cosine_l2,test,cosine,guarded,0.01,0.01075,0.5769607843137254,0.29385539215686274,2193,2354,4080,204000,0.0535,0.9875,0.010750000000000001,0.5769607843137254,4,"s002,s005,s010,s040"
triplet_hard_m0p2_top32_cosine_l2,validation,euclidean,global,0.01,0.01,0.47028186274509803,0.24014093137254902,1632,1535,3264,163200,0.0459375,1.0,0.01,0.47028186274509803,0,
triplet_hard_m0p2_top32_cosine_l2,test,euclidean,global,0.01,0.010936274509803922,0.575,0.29296813725490195,2231,2346,4080,204000,0.05525,0.9875,0.010936274509803922,0.575,0,
triplet_hard_m0p2_top32_cosine_l2,validation,euclidean,per_user,0.01,0.01,0.4341299019607843,0.22206495098039217,1632,1417,3264,163200,0.01,0.984375,0.01,0.4341299019607843,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_hard_m0p2_top32_cosine_l2,test,euclidean,per_user,0.01,0.011078431372549019,0.5284313725490196,0.26975490196078433,2260,2156,4080,204000,0.02025,0.9875,0.011078431372549016,0.5284313725490196,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_hard_m0p2_top32_cosine_l2,validation,euclidean,guarded,0.01,0.009852941176470589,0.47089460784313725,0.2403737745098039,1608,1537,3264,163200,0.0459375,1.0,0.009852941176470589,0.47089460784313725,3,"s002,s005,s010"
triplet_hard_m0p2_top32_cosine_l2,test,euclidean,guarded,0.01,0.010764705882352942,0.5759803921568627,0.2933725490196078,2196,2350,4080,204000,0.05525,0.9875,0.010764705882352942,0.5759803921568627,3,"s002,s005,s010"
triplet_hard_m0p2_top32_cosine_l2,validation,manhattan,global,0.01,0.01,0.4846813725490196,0.2473406862745098,1632,1582,3264,163200,0.0459375,1.0,0.01,0.4846813725490196,0,
triplet_hard_m0p2_top32_cosine_l2,test,manhattan,global,0.01,0.010700980392156863,0.5892156862745098,0.2999583333333333,2183,2404,4080,204000,0.05325,0.9875,0.010700980392156861,0.5892156862745098,0,
triplet_hard_m0p2_top32_cosine_l2,validation,manhattan,per_user,0.01,0.01,0.4543504901960784,0.23217524509803922,1632,1483,3264,163200,0.01,1.0,0.01,0.4543504901960784,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_hard_m0p2_top32_cosine_l2,test,manhattan,per_user,0.01,0.010877450980392157,0.5495098039215687,0.2801936274509804,2219,2242,4080,204000,0.0195,0.9875,0.010877450980392157,0.5495098039215686,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_hard_m0p2_top32_cosine_l2,validation,manhattan,guarded,0.01,0.009963235294117648,0.4846813725490196,0.24732230392156862,1626,1582,3264,163200,0.0459375,1.0,0.009963235294117646,0.4846813725490196,4,"s029,s034,s037,s057"
triplet_hard_m0p2_top32_cosine_l2,test,manhattan,guarded,0.01,0.010598039215686274,0.5897058823529412,0.3001519607843137,2162,2406,4080,204000,0.05325,0.9875,0.010598039215686274,0.5897058823529412,4,"s029,s034,s037,s057"
