epoch,contrastive_accuracy,loss,val_contrastive_accuracy,val_loss
1,0.7841078639030457,0.35588526725769043,0.8777647018432617,0.2307957112789154
2,0.8602352738380432,0.2607131004333496,0.8929019570350647,0.21061335504055023
3,0.8789901733398438,0.23890545964241028,0.8974117636680603,0.2020699679851532
4,0.8885294198989868,0.2264234572649002,0.9004706144332886,0.19769705832004547
5,0.8940980434417725,0.2168259173631668,0.8998039364814758,0.19533458352088928
6,0.8976863026618958,0.21036787331104279,0.9019215703010559,0.19318878650665283
7,0.9010882377624512,0.20528142154216766,0.9032549262046814,0.19179068505764008
8,0.9045196175575256,0.20010600984096527,0.9043921828269958,0.1900128871202469
9,0.9068039059638977,0.19666233658790588,0.9052941203117371,0.18730320036411285
10,0.908627450466156,0.19375406205654144,0.9045490026473999,0.18732458353042603
11,0.9092646837234497,0.1914992481470108,0.9056078195571899,0.18459686636924744
12,0.9107745289802551,0.18974551558494568,0.9053333401679993,0.18471798300743103
13,0.9114803671836853,0.18820147216320038,0.9064705967903137,0.18347743153572083
14,0.9125882387161255,0.18684369325637817,0.9071372747421265,0.18244318664073944
15,0.9133333563804626,0.18597151339054108,0.9072940945625305,0.18109731376171112
16,0.914254903793335,0.1841898411512375,0.9064313769340515,0.18134397268295288
17,0.914254903793335,0.18402430415153503,0.9067450761795044,0.18083800375461578
18,0.914950966835022,0.18254294991493225,0.9063921570777893,0.1806122064590454
19,0.9153627157211304,0.18165753781795502,0.9074509739875793,0.18003185093402863
20,0.9166470766067505,0.18105196952819824,0.9092941284179688,0.17902368307113647
21,0.9160000085830688,0.1809386909008026,0.9086666703224182,0.17905518412590027
22,0.9163431525230408,0.18058887124061584,0.908627450466156,0.17982695996761322
23,0.9167059063911438,0.1796244978904724,0.9071764945983887,0.18012289702892303
24,0.9172157049179077,0.17944180965423584,0.9075294137001038,0.1796301305294037
25,0.9173725247383118,0.17904376983642578,0.9060784578323364,0.18068815767765045
26,0.9183333516120911,0.1784735769033432,0.9061568379402161,0.18055307865142822
27,0.9182549118995667,0.17737649381160736,0.9072940945625305,0.1801392138004303
28,0.9186862707138062,0.17692098021507263,0.9068235158920288,0.1798284947872162
