encoder,split,distance,policy,target_far,far,frr,balanced_error,false_accepts,false_rejects,genuine_trials,impostor_trials,max_user_far,max_user_frr,mean_user_far,mean_user_frr,selected_users_count,selected_users
siamese_m0p5_l2,validation,cosine,global,0.01,0.01,0.3112745098039216,0.1606372549019608,1632,1016,3264,163200,0.0371875,0.84375,0.01,0.3112745098039216,0,
siamese_m0p5_l2,test,cosine,global,0.01,0.010867647058823529,0.38848039215686275,0.19967401960784315,2217,1585,4080,204000,0.047,0.925,0.01086764705882353,0.38848039215686275,0,
siamese_m0p5_l2,validation,cosine,per_user,0.01,0.01,0.28707107843137253,0.14853553921568627,1632,937,3264,163200,0.01,0.8125,0.01,0.28707107843137253,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
siamese_m0p5_l2,test,cosine,per_user,0.01,0.011112745098039216,0.3397058823529412,0.1754093137254902,2267,1386,4080,204000,0.0235,0.8625,0.011112745098039216,0.33970588235294114,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
siamese_m0p5_l2,validation,cosine,guarded,0.01,0.00994485294117647,0.3112745098039216,0.16060968137254902,1623,1016,3264,163200,0.0371875,0.84375,0.00994485294117647,0.3112745098039216,2,"s039,s040"
siamese_m0p5_l2,test,cosine,guarded,0.01,0.010843137254901962,0.38872549019607844,0.1997843137254902,2212,1586,4080,204000,0.047,0.925,0.010843137254901962,0.3887254901960785,2,"s039,s040"
siamese_m0p5_l2,validation,euclidean,global,0.01,0.01,0.3112745098039216,0.1606372549019608,1632,1016,3264,163200,0.0371875,0.84375,0.01,0.3112745098039216,0,
siamese_m0p5_l2,test,euclidean,global,0.01,0.010857843137254903,0.38848039215686275,0.19966911764705883,2215,1585,4080,204000,0.047,0.925,0.010857843137254903,0.38848039215686275,0,
siamese_m0p5_l2,validation,euclidean,per_user,0.01,0.01,0.28707107843137253,0.14853553921568627,1632,937,3264,163200,0.01,0.8125,0.01,0.28707107843137253,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
siamese_m0p5_l2,test,euclidean,per_user,0.01,0.011112745098039216,0.3397058823529412,0.1754093137254902,2267,1386,4080,204000,0.0235,0.8625,0.011112745098039216,0.33970588235294114,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
siamese_m0p5_l2,validation,euclidean,guarded,0.01,0.00994485294117647,0.3112745098039216,0.16060968137254902,1623,1016,3264,163200,0.0371875,0.84375,0.00994485294117647,0.3112745098039216,2,"s039,s040"
siamese_m0p5_l2,test,euclidean,guarded,0.01,0.010833333333333334,0.38872549019607844,0.19977941176470587,2210,1586,4080,204000,0.047,0.925,0.010833333333333335,0.3887254901960785,2,"s039,s040"
siamese_m0p5_l2,validation,manhattan,global,0.01,0.01,0.3229166666666667,0.16645833333333335,1632,1054,3264,163200,0.0365625,0.8125,0.01,0.3229166666666667,0,
siamese_m0p5_l2,test,manhattan,global,0.01,0.010852941176470588,0.39656862745098037,0.20371078431372547,2214,1618,4080,204000,0.046,0.9125,0.010852941176470588,0.3965686274509804,0,
siamese_m0p5_l2,validation,manhattan,per_user,0.01,0.01,0.3002450980392157,0.15512254901960784,1632,980,3264,163200,0.01,0.8125,0.01,0.3002450980392157,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
siamese_m0p5_l2,test,manhattan,per_user,0.01,0.010906862745098039,0.3448529411764706,0.17787990196078432,2225,1407,4080,204000,0.0255,0.8625,0.010906862745098037,0.34485294117647064,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
siamese_m0p5_l2,validation,manhattan,guarded,0.01,0.00980392156862745,0.3238357843137255,0.1668198529411765,1600,1057,3264,163200,0.0365625,0.8125,0.009803921568627449,0.3238357843137255,5,"s005,s011,s017,s035,s046"
siamese_m0p5_l2,test,manhattan,guarded,0.01,0.010720588235294117,0.40098039215686276,0.20585049019607843,2187,1636,4080,204000,0.046,0.9125,0.010720588235294117,0.4009803921568627,5,"s005,s011,s017,s035,s046"
