epoch,loss,triplet_margin_accuracy,val_loss,val_triplet_margin_accuracy
1,0.1483193337917328,0.38284313678741455,0.10071305185556412,0.5983529686927795
2,0.1161285936832428,0.44427451491355896,0.09325496107339859,0.6152156591415405
3,0.10346803069114685,0.479941189289093,0.0888979583978653,0.6145098209381104
4,0.09380373358726501,0.5080588459968567,0.08202631026506424,0.6215686202049255
5,0.08651039749383926,0.5280980467796326,0.0795794129371643,0.6188235282897949
6,0.07868080586194992,0.5506470799446106,0.0762658640742302,0.616549015045166
7,0.0735657811164856,0.562666654586792,0.07296767085790634,0.6112157106399536
8,0.06720951944589615,0.5783529281616211,0.06959109753370285,0.6029019355773926
9,0.06048165261745453,0.5933921337127686,0.06761877983808517,0.5886274576187134
10,0.04666110873222351,0.6489803791046143,0.06620018929243088,0.5458823442459106
11,0.031051920726895332,0.737862765789032,0.0643349140882492,0.49890196323394775
12,0.024309417232871056,0.7937451004981995,0.06224660575389862,0.4873725473880768
13,0.017673924565315247,0.8364117741584778,0.06429114937782288,0.4680784344673157
14,0.01494278758764267,0.8584117889404297,0.06026611477136612,0.4507451057434082
15,0.015709049999713898,0.8581568598747253,0.06282027810811996,0.43890196084976196
16,0.012579230591654778,0.8769999742507935,0.0613301582634449,0.4320000112056732
17,0.012127759866416454,0.8866470456123352,0.061864450573921204,0.41152942180633545
18,0.011053738184273243,0.8935490250587463,0.06274011731147766,0.41239216923713684
19,0.01119906920939684,0.8844117522239685,0.06234762817621231,0.3929411768913269
20,0.009877762757241726,0.8994901776313782,0.06176722049713135,0.4065098166465759
21,0.008601337671279907,0.9109411835670471,0.06364630907773972,0.4013333320617676
22,0.009564151056110859,0.9119019508361816,0.06175350025296211,0.4387451112270355
