epoch,loss,triplet_margin_accuracy,val_loss,val_triplet_margin_accuracy
1,0.15073198080062866,0.5230588316917419,0.07912397384643555,0.7160000205039978
2,0.10415405035018921,0.6339607834815979,0.0671742707490921,0.7508235573768616
3,0.08859096467494965,0.6723137497901917,0.06136663258075714,0.7673725485801697
4,0.079535573720932,0.6999803781509399,0.05727684125304222,0.7786666750907898
5,0.07369821518659592,0.7166078686714172,0.05576472356915474,0.7847843170166016
6,0.06917702406644821,0.7312744855880737,0.053835462778806686,0.790117621421814
7,0.06582780182361603,0.7406666874885559,0.05276907607913017,0.7960000038146973
8,0.06322770565748215,0.750333309173584,0.05165169760584831,0.8004705905914307
9,0.06062832102179527,0.755450963973999,0.05109193176031113,0.8033725619316101
10,0.05862715467810631,0.7649803757667542,0.04963616654276848,0.8071372509002686
11,0.056881267577409744,0.7696078419685364,0.05011511594057083,0.8081568479537964
12,0.054625947028398514,0.7759019732475281,0.048761870712041855,0.8125489950180054
13,0.052985984832048416,0.7800195813179016,0.04900212213397026,0.8114509582519531
14,0.052191589027643204,0.7835882306098938,0.04822608828544617,0.8141176700592041
15,0.051017533987760544,0.7870392203330994,0.04824952036142349,0.8156078457832336
16,0.04954840987920761,0.7892745137214661,0.04891057685017586,0.8142744898796082
17,0.04872405529022217,0.7932156920433044,0.047551050782203674,0.8181960582733154
18,0.04831692948937416,0.79543137550354,0.04656794294714928,0.8175686001777649
19,0.04769725725054741,0.7969215512275696,0.047370027750730515,0.8165490031242371
20,0.04698658362030983,0.7995686531066895,0.04547543451189995,0.8236863017082214
21,0.04552173987030983,0.8040000200271606,0.04578780010342598,0.823607861995697
22,0.045753370970487595,0.8038431406021118,0.045308809727430344,0.8272156715393066
23,0.04487413913011551,0.8062745332717896,0.04473555088043213,0.8257254958152771
24,0.04443397745490074,0.8087450861930847,0.04472902789711952,0.8283921480178833
25,0.043446220457553864,0.8126862645149231,0.04435940459370613,0.8296470642089844
26,0.043418027460575104,0.8119411468505859,0.044687021523714066,0.8290196061134338
27,0.042175229638814926,0.8134902119636536,0.0441523976624012,0.8309019804000854
28,0.04190189763903618,0.816019594669342,0.04354025423526764,0.8333333134651184
29,0.04121924191713333,0.8174706101417542,0.04390832409262657,0.8318431377410889
30,0.04169154539704323,0.8177646994590759,0.043730784207582474,0.8303529620170593
31,0.040970489382743835,0.8198627233505249,0.04403385519981384,0.8298039436340332
32,0.04067795351147652,0.8215097784996033,0.044073011726140976,0.8301960825920105
33,0.04023998975753784,0.8243137001991272,0.04335182532668114,0.8340392112731934
34,0.040088675916194916,0.8220784068107605,0.04340273514389992,0.8307451009750366
35,0.0397224947810173,0.824137270450592,0.04224604740738869,0.836078405380249
36,0.03940150886774063,0.8257843255996704,0.042280010879039764,0.8370196223258972
37,0.03881442919373512,0.8260588049888611,0.04309222847223282,0.8331764936447144
38,0.03821302205324173,0.8287255167961121,0.04295613616704941,0.8334117531776428
39,0.03818527236580849,0.8279803991317749,0.04243779554963112,0.8361568450927734
40,0.038058407604694366,0.8277646899223328,0.043149687349796295,0.833254873752594
41,0.03856364265084267,0.8275098204612732,0.042230550199747086,0.8370980620384216
42,0.03795986995100975,0.8300195932388306,0.042185403406620026,0.8382745385169983
43,0.038038142025470734,0.8290784358978271,0.04190235212445259,0.8379607796669006
44,0.03756260871887207,0.830098032951355,0.042020034044981,0.8347451090812683
45,0.03784550726413727,0.8292157053947449,0.04301930218935013,0.8345882296562195
46,0.03778528422117233,0.8289215564727783,0.042867932468652725,0.8341176509857178
47,0.03693605959415436,0.8338038921356201,0.042788319289684296,0.8363921642303467
48,0.037123531103134155,0.8330980539321899,0.041520148515701294,0.8400784134864807
49,0.03676380589604378,0.8324705958366394,0.04143717512488365,0.8374902009963989
50,0.0361061617732048,0.8345293998718262,0.04169752448797226,0.8385882377624512
