epoch,loss,triplet_margin_accuracy,val_loss,val_triplet_margin_accuracy
1,0.4618387818336487,0.22694118320941925,0.3167526125907898,0.3924705982208252
2,0.3549031913280487,0.3341372609138489,0.27611008286476135,0.43788236379623413
3,0.3141512870788574,0.3840392231941223,0.25500723719596863,0.474117636680603
4,0.28757956624031067,0.421999990940094,0.24467937648296356,0.4967842996120453
5,0.27281925082206726,0.44278430938720703,0.23764850199222565,0.5152156949043274
6,0.2591058015823364,0.4645490050315857,0.23472468554973602,0.5229019522666931
7,0.251956045627594,0.47866666316986084,0.23120838403701782,0.5346666574478149
8,0.24331818521022797,0.49033331871032715,0.2291426807641983,0.538745105266571
9,0.2364857792854309,0.5013333559036255,0.2265857607126236,0.5384313464164734
10,0.23073279857635498,0.5106862783432007,0.22550733387470245,0.5477647185325623
11,0.22488422691822052,0.5194313526153564,0.22380074858665466,0.5493333339691162
12,0.22090090811252594,0.5216862559318542,0.21878783404827118,0.551921546459198
13,0.2179638296365738,0.5283136963844299,0.21925482153892517,0.5514509677886963
14,0.2135947197675705,0.5345293879508972,0.21631719172000885,0.5524705648422241
15,0.21081200242042542,0.5386470556259155,0.2142753303050995,0.5600784420967102
16,0.2080158293247223,0.5410784482955933,0.21314819157123566,0.5592156648635864
17,0.20543380081653595,0.5437058806419373,0.21106906235218048,0.5658039450645447
18,0.20322954654693604,0.547705888748169,0.2111588716506958,0.567451000213623
19,0.20136494934558868,0.550352931022644,0.2090447098016739,0.5662745237350464
20,0.20010608434677124,0.5493529438972473,0.2117663323879242,0.5650980472564697
21,0.19818861782550812,0.5545098185539246,0.2085624635219574,0.5679215788841248
22,0.19703435897827148,0.5542744994163513,0.20912283658981323,0.5690980553627014
23,0.19665399193763733,0.5558823347091675,0.2073247879743576,0.5730196237564087
24,0.19568686187267303,0.5552352666854858,0.20571669936180115,0.572549045085907
25,0.19389797747135162,0.5560196042060852,0.2041737139225006,0.5767058730125427
26,0.19191056489944458,0.5573137402534485,0.20618543028831482,0.5701960921287537
27,0.1913967877626419,0.556686282157898,0.20577535033226013,0.5716078281402588
28,0.19150522351264954,0.5580980181694031,0.20494447648525238,0.5710588097572327
29,0.18912120163440704,0.5586470365524292,0.20257535576820374,0.5774902105331421
30,0.1887667328119278,0.5576862692832947,0.20168808102607727,0.5774902105331421
31,0.18783773481845856,0.5580980181694031,0.20167118310928345,0.5756078362464905
32,0.18679466843605042,0.5598627328872681,0.20028918981552124,0.5777254700660706
33,0.18596872687339783,0.560039222240448,0.2008010894060135,0.5749803781509399
34,0.18556059896945953,0.5585882067680359,0.20053595304489136,0.5756862759590149
35,0.18474861979484558,0.5607843399047852,0.1999139040708542,0.5730196237564087
36,0.18320482969284058,0.5628039240837097,0.19971126317977905,0.5759215950965881
37,0.18225769698619843,0.5680392384529114,0.19994230568408966,0.5759999752044678
38,0.18102537095546722,0.566392183303833,0.19655375182628632,0.5802353024482727
39,0.1815495789051056,0.5649411678314209,0.19688713550567627,0.5792157053947449
40,0.18050509691238403,0.569215714931488,0.19676966965198517,0.5801568627357483
41,0.18159706890583038,0.5661372542381287,0.1936998963356018,0.5856470465660095
42,0.18099094927310944,0.5671372413635254,0.19626179337501526,0.5792941451072693
43,0.17933893203735352,0.5693137049674988,0.19505618512630463,0.5832940936088562
44,0.17848488688468933,0.5724117755889893,0.19397805631160736,0.5870588421821594
45,0.1797097623348236,0.5710588097572327,0.196029931306839,0.5833725333213806
46,0.17845982313156128,0.5729804039001465,0.19584019482135773,0.5825098156929016
47,0.17817692458629608,0.570588231086731,0.1923149675130844,0.5890980362892151
48,0.1780211180448532,0.5727843046188354,0.19561126828193665,0.585019588470459
49,0.17851155996322632,0.5708039402961731,0.19487249851226807,0.5857254862785339
50,0.17668889462947845,0.5753333568572998,0.19630658626556396,0.5883136987686157
