split,distance,roc_auc,eer,genuine_mean,impostor_mean,margin,genuine_trials,impostor_trials
validation,cosine,0.9876111304471237,0.052386642156862735,0.1153208538889885,1.0095287561416626,0.8942079022526741,3264,163200
test,cosine,0.9750795739619376,0.07499509803921567,0.15849873423576355,1.008131742477417,0.8496330082416534,4080,204000
validation,euclidean,0.9880783598480752,0.051568627450980384,0.4075835347175598,1.345025897026062,0.9374423623085022,3264,163200
test,euclidean,0.9760885939302191,0.07412254901960783,0.47291821241378784,1.3432800769805908,0.870361864566803,4080,204000
validation,manhattan,0.9876438880929209,0.052435661764705876,1.8424793481826782,6.168795585632324,4.326316237449646,3264,163200
test,manhattan,0.9739334126297579,0.07593137254901958,2.149597406387329,6.166507244110107,4.016909837722778,4080,204000
