encoder,split,distance,policy,target_far,far,frr,balanced_error,false_accepts,false_rejects,genuine_trials,impostor_trials,max_user_far,max_user_frr,mean_user_far,mean_user_frr,selected_users_count,selected_users
triplet_semihard_m0p1_top16_cosine_l2,validation,cosine,global,0.01,0.01,0.49050245098039214,0.25025122549019607,1632,1601,3264,163200,0.04625,0.984375,0.01,0.49050245098039214,0,
triplet_semihard_m0p1_top16_cosine_l2,test,cosine,global,0.01,0.009583333333333333,0.5406862745098039,0.27513480392156864,1955,2206,4080,204000,0.056,1.0,0.009583333333333333,0.540686274509804,0,
triplet_semihard_m0p1_top16_cosine_l2,validation,cosine,per_user,0.01,0.01,0.42830882352941174,0.21915441176470588,1632,1398,3264,163200,0.01,1.0,0.01,0.42830882352941174,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_semihard_m0p1_top16_cosine_l2,test,cosine,per_user,0.01,0.009877450980392158,0.471078431372549,0.2404779411764706,2015,1922,4080,204000,0.02425,1.0,0.009877450980392158,0.471078431372549,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_semihard_m0p1_top16_cosine_l2,validation,cosine,guarded,0.01,0.00960171568627451,0.49111519607843135,0.25035845588235295,1567,1603,3264,163200,0.04625,1.0,0.009601715686274511,0.49111519607843135,4,"s008,s032,s050,s056"
triplet_semihard_m0p1_top16_cosine_l2,test,cosine,guarded,0.01,0.009274509803921568,0.5419117647058823,0.2755931372549019,1892,2211,4080,204000,0.056,1.0,0.009274509803921568,0.5419117647058823,4,"s008,s032,s050,s056"
triplet_semihard_m0p1_top16_cosine_l2,validation,euclidean,global,0.01,0.01,0.48621323529411764,0.24810661764705882,1632,1587,3264,163200,0.051875,1.0,0.009999999999999998,0.48621323529411764,0,
triplet_semihard_m0p1_top16_cosine_l2,test,euclidean,global,0.01,0.009529411764705882,0.538235294117647,0.27388235294117647,1944,2196,4080,204000,0.06075,1.0,0.009529411764705882,0.5382352941176471,0,
triplet_semihard_m0p1_top16_cosine_l2,validation,euclidean,per_user,0.01,0.01,0.42830882352941174,0.21915441176470588,1632,1398,3264,163200,0.01,1.0,0.01,0.42830882352941174,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_semihard_m0p1_top16_cosine_l2,test,euclidean,per_user,0.01,0.009877450980392158,0.471078431372549,0.2404779411764706,2015,1922,4080,204000,0.02425,1.0,0.009877450980392158,0.471078431372549,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_semihard_m0p1_top16_cosine_l2,validation,euclidean,guarded,0.01,0.00980392156862745,0.48682598039215685,0.24831495098039216,1600,1589,3264,163200,0.051875,1.0,0.00980392156862745,0.48682598039215685,5,"s007,s008,s032,s050,s056"
triplet_semihard_m0p1_top16_cosine_l2,test,euclidean,guarded,0.01,0.009352941176470588,0.5387254901960784,0.2740392156862745,1908,2198,4080,204000,0.06075,1.0,0.009352941176470588,0.5387254901960784,5,"s007,s008,s032,s050,s056"
triplet_semihard_m0p1_top16_cosine_l2,validation,manhattan,global,0.01,0.01,0.524203431372549,0.2671017156862745,1632,1711,3264,163200,0.05,1.0,0.01,0.524203431372549,0,
triplet_semihard_m0p1_top16_cosine_l2,test,manhattan,global,0.01,0.00959313725490196,0.5649509803921569,0.2872720588235294,1957,2305,4080,204000,0.052,1.0,0.00959313725490196,0.564950980392157,0,
triplet_semihard_m0p1_top16_cosine_l2,validation,manhattan,per_user,0.01,0.01,0.47824754901960786,0.24412377450980394,1632,1561,3264,163200,0.01,1.0,0.01,0.47824754901960786,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_semihard_m0p1_top16_cosine_l2,test,manhattan,per_user,0.01,0.00957843137254902,0.5034313725490196,0.2565049019607843,1954,2054,4080,204000,0.0165,1.0,0.00957843137254902,0.5034313725490197,51,"s002,s003,s004,s005,s007,s008,s010,s011,s012,s013,s015,s016,s017,s018,s019,s020,s021,s022,s024,s025,s026,s027,s028,s029,s030,s031,s032,s033,s034,s035,s036,s037,s038,s039,s040,s041,s042,s043,s044,s046,s047,s048,s049,s050,s051,s052,s053,s054,s055,s056,s057"
triplet_semihard_m0p1_top16_cosine_l2,validation,manhattan,guarded,0.01,0.009681372549019608,0.5245098039215687,0.2670955882352941,1580,1712,3264,163200,0.05,1.0,0.009681372549019608,0.5245098039215687,4,"s008,s020,s032,s050"
triplet_semihard_m0p1_top16_cosine_l2,test,manhattan,guarded,0.01,0.009372549019607844,0.5656862745098039,0.28752941176470587,1912,2308,4080,204000,0.052,1.0,0.009372549019607844,0.5656862745098039,4,"s008,s020,s032,s050"
