epoch,loss,triplet_margin_accuracy,val_loss,val_triplet_margin_accuracy
1,0.2016538381576538,0.28966665267944336,0.12974107265472412,0.5397647023200989
2,0.1690824180841446,0.35680392384529114,0.12178180366754532,0.5623529553413391
3,0.15224657952785492,0.39231371879577637,0.11483030766248703,0.5743529200553894
4,0.13996557891368866,0.4206666648387909,0.11057910323143005,0.58062744140625
5,0.12963858246803284,0.4479411840438843,0.10602577030658722,0.5850980281829834
6,0.12314378470182419,0.46566668152809143,0.10171637684106827,0.5914509892463684
7,0.11615736037492752,0.4793921709060669,0.09788066893815994,0.5952941179275513
8,0.11026963591575623,0.4933725595474243,0.09707082062959671,0.5882353186607361
9,0.10529647022485733,0.5068235397338867,0.09380000829696655,0.5852549076080322
10,0.09977128356695175,0.517431378364563,0.09226774424314499,0.5860392451286316
11,0.09331938624382019,0.5318823456764221,0.09130193293094635,0.5736470818519592
12,0.0799979716539383,0.5664901733398438,0.09315335750579834,0.5378823280334473
13,0.059370607137680054,0.6394117474555969,0.0965430736541748,0.4860392212867737
14,0.043023284524679184,0.7218431234359741,0.09937410056591034,0.44549018144607544
15,0.034569889307022095,0.767627477645874,0.1014777421951294,0.4300392270088196
16,0.02785082720220089,0.8073921799659729,0.10338327288627625,0.40980392694473267
17,0.02271147631108761,0.8419803977012634,0.1065070852637291,0.3969411849975586
18,0.021827561780810356,0.8475098013877869,0.10822898149490356,0.3839215636253357
19,0.016706101596355438,0.8781764507293701,0.11203903704881668,0.3498039245605469
