threshold,far,frr,abs_far_frr_delta
0.108,0.009990196078431372,0.055392156862745096,0.04540196078431372
0.109,0.009901960784313725,0.05612745098039216,0.04622549019607843
0.11,0.009794117647058823,0.05612745098039216,0.04633333333333334
0.111,0.009720588235294118,0.05661764705882353,0.04689705882352941
0.112,0.009612745098039216,0.05661764705882353,0.047004901960784315
0.113,0.009504901960784315,0.05661764705882353,0.04711274509803921
0.114,0.009450980392156862,0.056862745098039215,0.047411764705882355
0.115,0.00936764705882353,0.056862745098039215,0.047495098039215686
0.116,0.009323529411764706,0.0571078431372549,0.04778431372549019
0.117,0.00922549019607843,0.05784313725490196,0.04861764705882353
0.11800000000000001,0.009151960784313726,0.05808823529411765,0.04893627450980392
0.11900000000000001,0.009088235294117647,0.05857843137254902,0.04949019607843137
0.12,0.009019607843137255,0.05857843137254902,0.049558823529411766
0.121,0.008926470588235294,0.05906862745098039,0.0501421568627451
0.122,0.008882352941176471,0.06004901960784314,0.051166666666666666
0.123,0.008833333333333334,0.06053921568627451,0.05170588235294118
0.124,0.008769607843137255,0.061274509803921566,0.05250490196078431
0.125,0.008686274509803922,0.061764705882352944,0.05307843137254902
0.126,0.008602941176470588,0.06274509803921569,0.054142156862745094
0.127,0.008519607843137255,0.06299019607843137,0.05447058823529412
0.128,0.008475490196078432,0.06323529411764706,0.05475980392156862
0.129,0.008450980392156863,0.06372549019607843,0.05527450980392157
0.13,0.008382352941176471,0.06372549019607843,0.055343137254901954
0.131,0.008284313725490195,0.0642156862745098,0.0559313725490196
0.132,0.008220588235294118,0.0642156862745098,0.05599509803921568
0.133,0.008181372549019609,0.06470588235294118,0.056524509803921576
0.134,0.00813235294117647,0.06470588235294118,0.05657352941176471
0.135,0.008098039215686274,0.06544117647058824,0.05734313725490196
0.136,0.008044117647058823,0.06544117647058824,0.05739705882352941
0.137,0.007965686274509803,0.06568627450980392,0.05772058823529412
0.138,0.007931372549019608,0.06642156862745098,0.058490196078431374
0.139,0.007862745098039216,0.06666666666666667,0.058803921568627446
